log_file,job_date,experiment_name,MODEL_NAME,MODEL_ID,SUPCON_SIMILARITY,TEMPERATURE,UNIFORMITY_WEIGHT,UNIFORMITY_T,QUEUE_SIZE,USE_QUEUE,GLOBAL_CENTER,CENTER_BEFORE_NORM,TOPK_NEG,WARMUP_EPOCHS,ALPHA_END,ALPHA_RAMP_EPOCHS,MAX_DURATION_SECONDS,BATCH_SIZE,ACCUM_STEPS,NUM_WORKERS,SEED,RAWBOOST_PROB,USE_RAWBOOST,FINETUNE_ENCODER,HEAD_LR,ENC_LR,WEIGHT_DECAY,NUM_SAMPLES,TARGET_SAMPLE_RATE,INPUT_DIM,HIDDEN_DIM,DROPOUT,USE_RAVDESS,USE_COMMONVOICE,best_dev_loss,best_dev_epoch,final_train_loss,final_dev_loss,eer_asv19,eer_itw,eer_asv5,eer_famous_figures,eer_fakexpose,eer_mlaad,eer_asv21_df,eer_asv21_la,hyperparams
mem_bank_1024_supcon_geodesic_temp_0.05-40754825.log,2026-01-23 00:50:45,mem_bank_1024_supcon_geodesic_temp_0.05,facebook/wav2vec2-xls-r-300m,,geodesic,0.05,0.0,0.5,128,1,1,1,15,100,1.0,80,5,32,1,4,1337,0.7,True,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,1.9833,19,2.3071,2.1149,,,,,,,,,"TEMPERATURE=0.05
UNIFORMITY_WEIGHT=0.0
UNIFORMITY_T=0.5
QUEUE_SIZE=128
GLOBAL_CENTER=1
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
mem_bank_1024_supcon_geodesic_temp_0.05-40756140.log,2026-01-23 03:57:25,mem_bank_1024_supcon_geodesic_temp_0.05,,,,,,,128,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,1.2033,23,1.1966,1.2033,,,,,,,,,"QUEUE_SIZE=128
GLOBAL_CENTER=1"
mem_bank_1024_supcon_geodesic_temp_0.05_uni_weight_0.05_uni_t_0.5-40690515.log,2026-01-22 09:00:14,mem_bank_1024_supcon_geodesic_temp_0.05_uni_weight_0.05_uni_t_0.5,facebook/wav2vec2-xls-r-300m,,geodesic,0.05,0.05,0.5,1024,1,,,15,100,1.0,80,5,32,1,4,1337,0.7,True,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,1.1968,59,1.1975,1.1968,,,,,,,,,"TEMPERATURE=0.05
UNIFORMITY_WEIGHT=0.05
UNIFORMITY_T=0.5
QUEUE_SIZE=1024
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
mem_bank_1024_supcon_geodesic_temp_0.05_uni_weight_0.05_uni_t_0.5-40734464.log,2026-01-22 20:53:32,mem_bank_1024_supcon_geodesic_temp_0.05_uni_weight_0.05_uni_t_0.5,facebook/wav2vec2-xls-r-300m,,geodesic,0.05,0.05,0.5,128,1,0,1,15,100,1.0,80,5,32,1,4,1337,0.7,True,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,1.2402,56,1.2387,1.2404,,,,,,,,,"TEMPERATURE=0.05
UNIFORMITY_WEIGHT=0.05
UNIFORMITY_T=0.5
QUEUE_SIZE=128
GLOBAL_CENTER=0
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
mem_bank_1024_supcon_geodesic_temp_0.05_uni_weight_0.05_uni_t_0.5-40754821.log,2026-01-23 00:50:15,mem_bank_1024_supcon_geodesic_temp_0.05_uni_weight_0.05_uni_t_0.5,facebook/wav2vec2-xls-r-300m,,geodesic,0.05,0.05,0.5,128,1,1,1,15,100,1.0,80,5,32,1,4,1337,0.7,True,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,1.1611,16,1.1549,1.1611,,,,,,,,,"TEMPERATURE=0.05
UNIFORMITY_WEIGHT=0.05
UNIFORMITY_T=0.5
QUEUE_SIZE=128
GLOBAL_CENTER=1
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
mem_bank_1024_supcon_geodesic_temp_0.2-40794821.log,2026-01-24 02:17:07,mem_bank_1024_supcon_geodesic_temp_0.2,facebook/wav2vec2-xls-r-300m,,geodesic,0.2,0.0,0.5,1024,1,0,1,15,100,1.0,80,5,32,1,4,1337,0.7,True,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,1.9463,35,2.035,1.9615,,,,,,,,,"TEMPERATURE=0.2
UNIFORMITY_WEIGHT=0.0
UNIFORMITY_T=0.5
QUEUE_SIZE=1024
GLOBAL_CENTER=0
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
mem_bank_1024_supcon_geodesic_temp_0.2-40797589.log,2026-01-24 12:07:46,mem_bank_1024_supcon_geodesic_temp_0.2,facebook/wav2vec2-xls-r-300m,wav2vec2-xls-r-300m,geodesic,0.2,0.0,0.5,1024,1,0,1,15,100,1.0,80,5,32,1,4,1337,0.7,True,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,0.6102,16,0.1829,0.6102,0.6526916522733078,14.597926738264027,,,,,,,"TEMPERATURE=0.2
UNIFORMITY_WEIGHT=0.0
UNIFORMITY_T=0.5
QUEUE_SIZE=1024
GLOBAL_CENTER=0
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
mem_bank_1024_supcon_geodesic_temp_0.2-40809324.log,2026-01-24 23:15:30,mem_bank_1024_supcon_geodesic_temp_0.2,facebook/wav2vec2-xls-r-300m,wav2vec2-xls-r-300m,geodesic,0.2,0.0,0.5,1024,1,1,1,15,100,1.0,80,5,32,1,4,1337,0.7,True,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,1.093,16,1.0872,1.093,0.6526916522733078,14.597926738264027,16.696153130129755,36.70249703811263,66.26422892843865,,,,"TEMPERATURE=0.2
UNIFORMITY_WEIGHT=0.0
UNIFORMITY_T=0.5
QUEUE_SIZE=1024
GLOBAL_CENTER=1
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
mem_bank_1024_supcon_geodesic_temp_0.2-40840082.log,2026-01-25 14:48:02,mem_bank_1024_supcon_geodesic_temp_0.2,facebook/wav2vec2-xls-r-300m,wav2vec2-xls-r-300m,geodesic,0.2,0.0,0.5,1024,1,1,1,15,100,1.0,80,5,32,1,4,1337,0.7,True,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,0.8704,19,0.8675,0.8704,0.6526916522733078,14.597926738264027,16.696153130129755,36.70249703811263,66.26422892843865,,,,"TEMPERATURE=0.2
UNIFORMITY_WEIGHT=0.0
UNIFORMITY_T=0.5
QUEUE_SIZE=1024
GLOBAL_CENTER=1
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
mem_bank_1024_supcon_geodesic_temp_0.5-40794820.log,2026-01-24 02:16:36,mem_bank_1024_supcon_geodesic_temp_0.5,facebook/wav2vec2-xls-r-300m,,geodesic,0.5,0.0,0.5,1024,1,0,1,15,100,1.0,80,5,32,1,4,1337,0.7,True,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,1.9668,32,3.0539,2.0467,,,,,,,,,"TEMPERATURE=0.5
UNIFORMITY_WEIGHT=0.0
UNIFORMITY_T=0.5
QUEUE_SIZE=1024
GLOBAL_CENTER=0
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
mem_bank_1024_supcon_geodesic_temp_0.5-40797672.log,2026-01-24 13:09:45,mem_bank_1024_supcon_geodesic_temp_0.5,facebook/wav2vec2-xls-r-300m,wav2vec2-xls-r-300m,geodesic,0.5,0.0,0.5,1024,1,0,1,15,100,1.0,80,5,32,1,4,1337,0.7,True,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,0.1413,45,0.0399,0.1413,1.0055481074672623,17.65584755969159,15.811816181416566,45.28313558260092,63.56628722857497,,,,"TEMPERATURE=0.5
UNIFORMITY_WEIGHT=0.0
UNIFORMITY_T=0.5
QUEUE_SIZE=1024
GLOBAL_CENTER=0
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
mem_bank_1024_supcon_geodesic_temp_0.5-40809318.log,2026-01-24 23:15:30,mem_bank_1024_supcon_geodesic_temp_0.5,facebook/wav2vec2-xls-r-300m,wav2vec2-xls-r-300m,geodesic,0.5,0.0,0.5,1024,1,1,1,15,100,1.0,80,5,32,1,4,1337,0.7,True,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,1.2237,27,1.2183,1.2237,1.0055481074672623,17.65584755969159,15.811816181416566,45.28313558260092,63.56628722857497,,,,"TEMPERATURE=0.5
UNIFORMITY_WEIGHT=0.0
UNIFORMITY_T=0.5
QUEUE_SIZE=1024
GLOBAL_CENTER=1
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
mem_bank_1024_supcon_temp_0.05-40734409.log,2026-01-22 20:30:11,mem_bank_1024_supcon_temp_0.05,facebook/wav2vec2-xls-r-300m,,cosine,0.05,0.0,0.5,128,1,0,1,15,100,1.0,80,5,32,1,4,1337,0.7,True,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,1.2475,15,1.2433,1.2476,,,,,,,,,"TEMPERATURE=0.05
UNIFORMITY_WEIGHT=0.0
UNIFORMITY_T=0.5
QUEUE_SIZE=128
GLOBAL_CENTER=0
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
mem_bank_1024_supcon_temp_0.05-40754826.log,2026-01-23 00:50:46,mem_bank_1024_supcon_temp_0.05,facebook/wav2vec2-xls-r-300m,,cosine,0.05,0.0,0.5,128,1,1,1,15,100,1.0,80,5,32,1,4,1337,0.7,True,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,2.0152,19,2.1305,2.1218,,,,,,,,,"TEMPERATURE=0.05
UNIFORMITY_WEIGHT=0.0
UNIFORMITY_T=0.5
QUEUE_SIZE=128
GLOBAL_CENTER=1
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
mem_bank_1024_supcon_temp_0.05-40756139.log,2026-01-23 03:56:24,mem_bank_1024_supcon_temp_0.05,,,,,,,128,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,1.0352,16,1.0251,1.0352,,,,,,,,,"QUEUE_SIZE=128
GLOBAL_CENTER=1"
mem_bank_1024_supcon_temp_0.05_uni_weight_0.05_uni_t_0.5-40734474.log,2026-01-22 20:56:04,mem_bank_1024_supcon_temp_0.05_uni_weight_0.05_uni_t_0.5,facebook/wav2vec2-xls-r-300m,,cosine,0.05,0.05,0.5,128,1,0,1,15,100,1.0,80,5,32,1,4,1337,0.7,True,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,1.2425,94,1.239,1.2427,,,,,,,,,"TEMPERATURE=0.05
UNIFORMITY_WEIGHT=0.05
UNIFORMITY_T=0.5
QUEUE_SIZE=128
GLOBAL_CENTER=0
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
mem_bank_1024_supcon_temp_0.05_uni_weight_0.05_uni_t_0.5-40754819.log,2026-01-23 00:50:15,mem_bank_1024_supcon_temp_0.05_uni_weight_0.05_uni_t_0.5,facebook/wav2vec2-xls-r-300m,,cosine,0.05,0.05,0.5,128,1,1,1,15,100,1.0,80,5,32,1,4,1337,0.7,True,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,1.2401,26,1.2311,1.2401,,,,,,,,,"TEMPERATURE=0.05
UNIFORMITY_WEIGHT=0.05
UNIFORMITY_T=0.5
QUEUE_SIZE=128
GLOBAL_CENTER=1
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
mem_bank_1024_supcon_temp_0.05_uni_weight_0.05_uni_t_0.5-40756145.log,2026-01-23 03:58:56,mem_bank_1024_supcon_temp_0.05_uni_weight_0.05_uni_t_0.5,,,,,,,128,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,0.4086,25,0.3927,0.4086,,,,,,,,,"QUEUE_SIZE=128
GLOBAL_CENTER=1"
mem_bank_1024_supcon_temp_0.1-40690507.log,2026-01-22 06:38:37,mem_bank_1024_supcon_temp_0.1,facebook/wav2vec2-xls-r-300m,,cosine,0.1,0.0,0.5,1024,1,,,15,100,1.0,80,5,32,1,4,1337,0.7,True,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,1.2499,17,1.245,1.2499,,,,,,,,,"TEMPERATURE=0.1
UNIFORMITY_WEIGHT=0.0
UNIFORMITY_T=0.5
QUEUE_SIZE=1024
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
mem_bank_1024_supcon_temp_0.2-40794822.log,2026-01-24 02:42:55,mem_bank_1024_supcon_temp_0.2,facebook/wav2vec2-xls-r-300m,,cosine,0.2,0.0,0.5,1024,1,0,1,15,100,1.0,80,5,32,1,4,1337,0.7,True,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,1.946,25,2.1211,1.9464,,,,,,,,,"TEMPERATURE=0.2
UNIFORMITY_WEIGHT=0.0
UNIFORMITY_T=0.5
QUEUE_SIZE=1024
GLOBAL_CENTER=0
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
mem_bank_1024_supcon_temp_0.2-40797586.log,2026-01-24 12:05:45,mem_bank_1024_supcon_temp_0.2,facebook/wav2vec2-xls-r-300m,wav2vec2-xls-r-300m,cosine,0.2,0.0,0.5,1024,1,0,1,15,100,1.0,80,5,32,1,4,1337,0.7,True,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,0.0281,16,0.03,0.0281,0.21756388409110264,14.64162619261341,14.93857811173893,46.29570315291168,59.3266645573606,,,,"TEMPERATURE=0.2
UNIFORMITY_WEIGHT=0.0
UNIFORMITY_T=0.5
QUEUE_SIZE=1024
GLOBAL_CENTER=0
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
mem_bank_1024_supcon_temp_0.2-40809328.log,2026-01-24 23:18:33,mem_bank_1024_supcon_temp_0.2,facebook/wav2vec2-xls-r-300m,wav2vec2-xls-r-300m,cosine,0.2,0.0,0.5,1024,1,1,1,15,100,1.0,80,5,32,1,4,1337,0.7,True,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,0.6751,16,0.6633,0.6751,0.21756388409110264,14.64162619261341,14.93857811173893,46.29570315291168,59.3266645573606,,,,"TEMPERATURE=0.2
UNIFORMITY_WEIGHT=0.0
UNIFORMITY_T=0.5
QUEUE_SIZE=1024
GLOBAL_CENTER=1
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
mem_bank_1024_supcon_temp_0.2-40840127.log,2026-01-25 14:48:32,mem_bank_1024_supcon_temp_0.2,facebook/wav2vec2-xls-r-300m,wav2vec2-xls-r-300m,cosine,0.2,0.0,0.5,1024,1,1,1,15,100,1.0,80,5,32,1,4,1337,0.7,True,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,0.4848,16,0.4156,0.4848,0.21756388409110264,14.64162619261341,14.93857811173893,46.29570315291168,59.3266645573606,,,,"TEMPERATURE=0.2
UNIFORMITY_WEIGHT=0.0
UNIFORMITY_T=0.5
QUEUE_SIZE=1024
GLOBAL_CENTER=1
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
mem_bank_1024_supcon_temp_0.5-40794819.log,2026-01-24 00:47:18,mem_bank_1024_supcon_temp_0.5,facebook/wav2vec2-xls-r-300m,,cosine,0.5,0.0,0.5,1024,1,0,1,15,100,1.0,80,5,32,1,4,1337,0.7,True,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,1.9667,15,2.8926,1.9792,,,,,,,,,"TEMPERATURE=0.5
UNIFORMITY_WEIGHT=0.0
UNIFORMITY_T=0.5
QUEUE_SIZE=1024
GLOBAL_CENTER=0
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
mem_bank_1024_supcon_temp_0.5-40797674.log,2026-01-24 13:10:15,mem_bank_1024_supcon_temp_0.5,facebook/wav2vec2-xls-r-300m,wav2vec2-xls-r-300m,cosine,0.5,0.0,0.5,1024,1,0,1,15,100,1.0,80,5,32,1,4,1337,0.7,True,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,0.039,16,0.035,0.039,0.35363914828433995,13.861600714877026,15.702136328861965,45.34719506814007,71.76221730050807,,,,"TEMPERATURE=0.5
UNIFORMITY_WEIGHT=0.0
UNIFORMITY_T=0.5
QUEUE_SIZE=1024
GLOBAL_CENTER=0
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
mem_bank_1024_supcon_temp_0.5-40809312.log,2026-01-24 23:05:24,mem_bank_1024_supcon_temp_0.5,facebook/wav2vec2-xls-r-300m,wav2vec2-xls-r-300m,cosine,0.5,0.0,0.5,1024,1,1,1,15,100,1.0,80,5,32,1,4,1337,0.7,True,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,0.8127,17,0.8174,0.8127,0.35363914828433995,13.861600714877026,15.702136328861965,45.34719506814007,71.76221730050807,,,,"TEMPERATURE=0.5
UNIFORMITY_WEIGHT=0.0
UNIFORMITY_T=0.5
QUEUE_SIZE=1024
GLOBAL_CENTER=1
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
mem_bank_1024_supcon_temp_0.6-40690509.log,2026-01-22 08:26:13,mem_bank_1024_supcon_temp_0.6,facebook/wav2vec2-xls-r-300m,,cosine,0.6,0.0,0.5,1024,1,,,15,100,1.0,80,5,32,1,4,1337,0.7,True,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,1.2326,133,1.2303,1.2326,,,,,,,,,"TEMPERATURE=0.6
UNIFORMITY_WEIGHT=0.0
UNIFORMITY_T=0.5
QUEUE_SIZE=1024
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
mem_bank_128_supcon_geodesic_temp_0.05-40781991.log,2026-01-23 18:46:29,mem_bank_128_supcon_geodesic_temp_0.05,facebook/wav2vec2-xls-r-300m,,geodesic,0.05,0.0,0.5,1024,1,0,1,15,100,1.0,80,5,32,1,4,1337,0.7,True,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,0.0285,16,0.0284,0.0285,0.4351277681822053,19.277301887978204,15.661747380297053,,,,,,"TEMPERATURE=0.05
UNIFORMITY_WEIGHT=0.0
UNIFORMITY_T=0.5
QUEUE_SIZE=1024
GLOBAL_CENTER=0
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
mem_bank_128_supcon_geodesic_temp_0.05_uni_weight_0.05_uni_t_0.5-40781992.log,2026-01-23 21:12:43,mem_bank_128_supcon_geodesic_temp_0.05_uni_weight_0.05_uni_t_0.5,facebook/wav2vec2-xls-r-300m,,geodesic,0.05,0.05,0.5,1024,1,0,1,15,100,1.0,80,5,32,1,4,1337,0.7,True,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,0.0271,16,0.0269,0.0271,0.1483522123589059,15.27708093927727,17.038250019390905,,,,,,"TEMPERATURE=0.05
UNIFORMITY_WEIGHT=0.05
UNIFORMITY_T=0.5
QUEUE_SIZE=1024
GLOBAL_CENTER=0
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
mem_bank_128_supcon_geodesic_temp_0.5-40789638.log,2026-01-23 23:20:59,mem_bank_128_supcon_geodesic_temp_0.5,facebook/wav2vec2-xls-r-300m,,geodesic,0.5,0.0,0.5,1024,1,0,1,15,100,1.0,80,5,32,1,4,1337,0.7,True,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,0.0269,16,0.0307,0.0269,0.3567699206458815,15.368711398416115,30.675359892595743,,,,,,"TEMPERATURE=0.5
UNIFORMITY_WEIGHT=0.0
UNIFORMITY_T=0.5
QUEUE_SIZE=1024
GLOBAL_CENTER=0
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
mem_bank_128_supcon_temp_0.05-40781987.log,2026-01-23 18:46:29,mem_bank_128_supcon_temp_0.05,facebook/wav2vec2-xls-r-300m,,cosine,0.05,0.0,0.5,1024,1,0,1,15,100,1.0,80,5,32,1,4,1337,0.7,True,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,0.0283,16,0.0276,0.0283,0.231406218437542,21.004636760132176,13.91901081026482,,,,,,"TEMPERATURE=0.05
UNIFORMITY_WEIGHT=0.0
UNIFORMITY_T=0.5
QUEUE_SIZE=1024
GLOBAL_CENTER=0
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
mem_bank_128_supcon_temp_0.05_uni_weight_0.05_uni_t_0.5-40781997.log,2026-01-23 21:24:54,mem_bank_128_supcon_temp_0.05_uni_weight_0.05_uni_t_0.5,facebook/wav2vec2-xls-r-300m,,geodesic,0.05,0.05,0.5,1024,1,0,1,15,100,1.0,80,5,32,1,4,1337,0.7,True,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,0.0309,16,0.0258,0.0309,0.24368316660321054,16.92625772031678,19.71257356398303,,,,,,"TEMPERATURE=0.05
UNIFORMITY_WEIGHT=0.05
UNIFORMITY_T=0.5
QUEUE_SIZE=1024
GLOBAL_CENTER=0
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
mem_bank_128_supcon_temp_0.5-40789629.log,2026-01-23 21:33:32,mem_bank_128_supcon_temp_0.5,facebook/wav2vec2-xls-r-300m,,cosine,0.5,0.0,0.5,1024,1,0,1,15,100,1.0,80,5,32,1,4,1337,0.7,True,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,0.0764,29,0.0253,0.0764,0.35363914828433995,15.522522947072936,17.400836617293475,,,,,,"TEMPERATURE=0.5
UNIFORMITY_WEIGHT=0.0
UNIFORMITY_T=0.5
QUEUE_SIZE=1024
GLOBAL_CENTER=0
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
mem_bank_16384_supcon_geodesic_temp_0.2-40925523.log,2026-01-26 00:44:48,mem_bank_16384_supcon_geodesic_temp_0.2,facebook/wav2vec2-xls-r-300m,wav2vec2-xls-r-300m,geodesic,0.2,0.0,0.5,16384,1,0,1,15,100,0.9,20,5,32,1,4,1337,0.7,True,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,0.1311,23,0.0338,0.1311,0.2583081940400353,23.965917855276675,54.07024507321765,54.207577843859056,68.41697172040149,,,,"TEMPERATURE=0.2
UNIFORMITY_WEIGHT=0.0
UNIFORMITY_T=0.5
QUEUE_SIZE=16384
GLOBAL_CENTER=0
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=0.9
ALPHA_RAMP_EPOCHS=20"
mem_bank_16384_supcon_geodesic_temp_0.5-41434657.log,2026-01-31 07:59:38,mem_bank_16384_supcon_geodesic_temp_0.5,facebook/wav2vec2-xls-r-300m,wav2vec2-xls-r-300m,geodesic,0.5,0.0,0.5,16384,1,1,1,15,100,0.9,20,10,32,1,4,1337,0.7,True,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,0.2746,16,0.2795,0.2746,0.2583081940400353,16.022647780248573,15.662476846904216,49.93244037199989,62.4973210458637,,,,"TEMPERATURE=0.5
UNIFORMITY_WEIGHT=0.0
UNIFORMITY_T=0.5
QUEUE_SIZE=16384
GLOBAL_CENTER=1
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=0.9
ALPHA_RAMP_EPOCHS=20"
mem_bank_16384_supcon_temp_0.2-40925516.log,2026-01-26 00:41:43,mem_bank_16384_supcon_temp_0.2,facebook/wav2vec2-xls-r-300m,wav2vec2-xls-r-300m,cosine,0.2,0.0,0.5,16384,1,0,1,15,100,0.9,20,5,32,1,4,1337,0.7,True,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,0.1257,16,0.0567,0.1257,0.24446585969359597,13.414416153635072,17.003604567396057,56.141298907865014,66.70070165744734,,,,"TEMPERATURE=0.2
UNIFORMITY_WEIGHT=0.0
UNIFORMITY_T=0.5
QUEUE_SIZE=16384
GLOBAL_CENTER=0
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=0.9
ALPHA_RAMP_EPOCHS=20"
mem_bank_16384_supcon_temp_0.5-41434661.log,2026-01-31 08:28:51,mem_bank_16384_supcon_temp_0.5,facebook/wav2vec2-xls-r-300m,wav2vec2-xls-r-300m,cosine,0.5,0.0,0.5,16384,1,1,1,15,100,0.9,20,10,32,1,4,1337,0.7,True,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,1.0734,16,1.068,1.0734,0.4489701025286446,13.100056872309235,16.449193522881966,40.430648333816386,70.43136748039159,,,,"TEMPERATURE=0.5
UNIFORMITY_WEIGHT=0.0
UNIFORMITY_T=0.5
QUEUE_SIZE=16384
GLOBAL_CENTER=1
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=0.9
ALPHA_RAMP_EPOCHS=20"
mem_bank_512_supcon_geodesic_temp_0.2-40824339.log,2026-01-25 03:10:51,mem_bank_512_supcon_geodesic_temp_0.2,facebook/wav2vec2-xls-r-300m,wav2vec2-xls-r-300m,geodesic,0.2,0.0,0.5,512,1,1,1,15,100,1.0,80,5,32,1,4,1337,0.7,True,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,0.9554,31,0.95,0.9554,0.8971575119669037,31.693973008834114,15.422331555336239,41.63655692735896,61.042934620314746,,,,"TEMPERATURE=0.2
UNIFORMITY_WEIGHT=0.0
UNIFORMITY_T=0.5
QUEUE_SIZE=512
GLOBAL_CENTER=1
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
mem_bank_512_supcon_geodesic_temp_0.2-40929706.log,2026-01-26 03:15:07,mem_bank_512_supcon_geodesic_temp_0.2,facebook/wav2vec2-xls-r-300m,wav2vec2-xls-r-300m,geodesic,0.2,0.0,0.5,512,1,0,1,15,100,0.9,20,5,32,1,4,1337,0.7,True,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,0.0387,16,0.0499,0.0387,0.8971575119669037,31.693973008834114,15.422331555336239,41.63655692735896,61.042934620314746,,,,"TEMPERATURE=0.2
UNIFORMITY_WEIGHT=0.0
UNIFORMITY_T=0.5
QUEUE_SIZE=512
GLOBAL_CENTER=0
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=0.9
ALPHA_RAMP_EPOCHS=20"
