log_file,job_date,experiment_name,MODEL_NAME,MODEL_ID,SUPCON_SIMILARITY,TEMPERATURE,UNIFORMITY_WEIGHT,UNIFORMITY_T,QUEUE_SIZE,USE_QUEUE,GLOBAL_CENTER,CENTER_BEFORE_NORM,TOPK_NEG,WARMUP_EPOCHS,ALPHA_END,ALPHA_RAMP_EPOCHS,MAX_DURATION_SECONDS,BATCH_SIZE,ACCUM_STEPS,NUM_WORKERS,SEED,RAWBOOST_PROB,USE_RAWBOOST,FINETUNE_ENCODER,HEAD_LR,ENC_LR,WEIGHT_DECAY,NUM_SAMPLES,TARGET_SAMPLE_RATE,INPUT_DIM,HIDDEN_DIM,DROPOUT,USE_RAVDESS,USE_COMMONVOICE,best_dev_loss,best_dev_epoch,final_train_loss,final_dev_loss,eer_asv19,eer_itw,eer_asv5,eer_famous_figures,eer_fakexpose,eer_mlaad,eer_asv21_df,eer_asv21_la,hyperparams
mem_bank_512_supcon_geodesic_temp_0.2-40978005.log,2026-01-26 20:12:06,mem_bank_512_supcon_geodesic_temp_0.2,facebook/wav2vec2-xls-r-300m,wav2vec2-xls-r-300m,geodesic,0.2,0.0,0.5,512,1,1,1,15,100,0.9,20,5,32,1,4,1337,0.7,True,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,0.0275,16,0.0306,0.0275,0.8971575119669037,31.693973008834114,15.422331555336239,41.63655692735896,61.042934620314746,,,,"TEMPERATURE=0.2
UNIFORMITY_WEIGHT=0.0
UNIFORMITY_T=0.5
QUEUE_SIZE=512
GLOBAL_CENTER=1
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=0.9
ALPHA_RAMP_EPOCHS=20"
mem_bank_512_supcon_geodesic_temp_0.2-41078940.log,2026-01-27 01:15:12,mem_bank_512_supcon_geodesic_temp_0.2,facebook/wav2vec2-xls-r-300m,wav2vec2-xls-r-300m,geodesic,0.2,0.0,0.5,512,1,1,1,15,100,0.9,20,5,32,1,4,1337,0.7,True,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,1.1175,16,1.1139,1.1175,0.8971575119669037,31.693973008834114,15.422331555336239,41.63655692735896,61.042934620314746,,,,"TEMPERATURE=0.2
UNIFORMITY_WEIGHT=0.0
UNIFORMITY_T=0.5
QUEUE_SIZE=512
GLOBAL_CENTER=1
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=0.9
ALPHA_RAMP_EPOCHS=20"
mem_bank_512_supcon_geodesic_temp_0.5-40824335.log,2026-01-25 03:10:20,mem_bank_512_supcon_geodesic_temp_0.5,facebook/wav2vec2-xls-r-300m,wav2vec2-xls-r-300m,geodesic,0.5,0.0,0.5,512,1,1,1,15,100,1.0,80,5,32,1,4,1337,0.7,True,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,1.2289,17,1.2241,1.2289,1.2238946846487504,11.070108169985835,16.235761786917287,41.073891596742264,66.8242382628798,,,,"TEMPERATURE=0.5
UNIFORMITY_WEIGHT=0.0
UNIFORMITY_T=0.5
QUEUE_SIZE=512
GLOBAL_CENTER=1
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
mem_bank_512_supcon_geodesic_temp_0.5-41375555.log,2026-01-30 15:10:17,mem_bank_512_supcon_geodesic_temp_0.5,,,,,,,512,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"QUEUE_SIZE=512
GLOBAL_CENTER=1"
mem_bank_512_supcon_geodesic_temp_0.5-41375759.log,2026-01-30 15:20:42,mem_bank_512_supcon_geodesic_temp_0.5,facebook/wav2vec2-xls-r-300m,wav2vec2-xls-r-300m,geodesic,0.5,0.0,0.5,512,1,1,1,15,100,0.9,20,10,32,1,4,1337,0.7,True,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,1.9676,23,2.6342,1.9865,91.96241323679487,11.595450822342254,16.29055559505097,57.50337238217779,52.692753421428954,,,,"TEMPERATURE=0.5
UNIFORMITY_WEIGHT=0.0
UNIFORMITY_T=0.5
QUEUE_SIZE=512
GLOBAL_CENTER=1
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=0.9
ALPHA_RAMP_EPOCHS=20"
mem_bank_512_supcon_geodesic_temp_0.5-41413250.log,2026-01-30 20:46:19,mem_bank_512_supcon_geodesic_temp_0.5,,,,,,,512,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,91.96241323679487,11.595450822342254,16.29055559505097,57.50337238217779,52.692753421428954,,,,"QUEUE_SIZE=512
GLOBAL_CENTER=1"
mem_bank_512_supcon_geodesic_temp_0.5-41415283.log,2026-01-30 21:53:00,mem_bank_512_supcon_geodesic_temp_0.5,,,,,,,512,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,1.1784,24,1.1721,1.1784,91.96241323679487,11.595450822342254,16.29055559505097,57.50337238217779,52.692753421428954,,,,"QUEUE_SIZE=512
GLOBAL_CENTER=1"
mem_bank_512_supcon_geodesic_temp_0.5-41434634.log,2026-01-31 02:57:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.629374357816548,19.100777153712702,16.43834376006177,36.83161071734355,66.10445026337547,,,,
mem_bank_512_supcon_temp_0.2-40824332.log,2026-01-25 03:09:50,mem_bank_512_supcon_temp_0.2,facebook/wav2vec2-xls-r-300m,wav2vec2-xls-r-300m,cosine,0.2,0.0,0.5,512,1,1,1,15,100,1.0,80,5,32,1,4,1337,0.7,True,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,0.9242,16,0.9155,0.9242,2.839824748259617,17.247353185654802,16.034454274412663,40.403125884278246,73.63826602852541,,,,"TEMPERATURE=0.2
UNIFORMITY_WEIGHT=0.0
UNIFORMITY_T=0.5
QUEUE_SIZE=512
GLOBAL_CENTER=1
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
mem_bank_512_supcon_temp_0.5-40824333.log,2026-01-25 03:09:50,mem_bank_512_supcon_temp_0.5,facebook/wav2vec2-xls-r-300m,wav2vec2-xls-r-300m,cosine,0.5,0.0,0.5,512,1,1,1,15,100,1.0,80,5,32,1,4,1337,0.7,True,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,0.9746,16,0.9761,0.9746,0.25674280785926445,21.555197231669382,15.17799393669975,45.35436321152374,61.13022916611648,,,,"TEMPERATURE=0.5
UNIFORMITY_WEIGHT=0.0
UNIFORMITY_T=0.5
QUEUE_SIZE=512
GLOBAL_CENTER=1
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
mem_bank_512_supcon_temp_0.5-41375548.log,2026-01-30 15:10:17,mem_bank_512_supcon_temp_0.5,,,,,,,512,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"QUEUE_SIZE=512
GLOBAL_CENTER=1"
mem_bank_512_supcon_temp_0.5-41375754.log,2026-01-30 15:20:11,mem_bank_512_supcon_temp_0.5,facebook/wav2vec2-xls-r-300m,wav2vec2-xls-r-300m,cosine,0.5,0.0,0.5,512,1,1,1,15,100,0.9,20,10,32,1,4,1337,0.7,True,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,1.9667,42,2.5499,1.9755,0.20372154974466328,15.435124038374173,15.62856086151653,57.09599127362649,59.15779991362218,,,,"TEMPERATURE=0.5
UNIFORMITY_WEIGHT=0.0
UNIFORMITY_T=0.5
QUEUE_SIZE=512
GLOBAL_CENTER=1
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=0.9
ALPHA_RAMP_EPOCHS=20"
mem_bank_512_supcon_temp_0.5-41413628.log,2026-01-30 20:51:27,mem_bank_512_supcon_temp_0.5,,,,,,,512,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,15.435124038374173,,,,,,,"QUEUE_SIZE=512
GLOBAL_CENTER=1"
mem_bank_512_supcon_temp_0.5-41415265.log,2026-01-30 21:05:48,mem_bank_512_supcon_temp_0.5,,,,,,,512,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,1.1922,16,1.1872,1.1922,0.20372154974466328,15.435124038374173,15.62856086151653,57.09599127362649,59.15779991362218,,,,"QUEUE_SIZE=512
GLOBAL_CENTER=1"
mem_bank_512_supcon_temp_0.5-41434642.log,2026-01-31 07:58:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20372154974466328,11.891328468499493,16.414363598312658,44.305930039058964,61.428354863152414,,,,
mem_bank_supcon_geodesic_temp_0.05_uni_weight_0.05_uni_t_0.5-40689827.log,2026-01-22 03:23:26,mem_bank_supcon_geodesic_temp_0.05_uni_weight_0.05_uni_t_0.5,facebook/wav2vec2-xls-r-300m,,geodesic,0.05,0.05,0.5,8192,1,,,15,100,1.0,80,5,32,1,4,1337,0.7,True,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,2.7049,2,3.072,2.7054,,,,,,,,,"TEMPERATURE=0.05
UNIFORMITY_WEIGHT=0.05
UNIFORMITY_T=0.5
QUEUE_SIZE=8192
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
mem_bank_supcon_temp_0.6-40685482.log,2026-01-22 02:58:57,mem_bank_supcon_temp_0.6,facebook/wav2vec2-xls-r-300m,,cosine,0.6,0.0,0.5,8192,1,,,15,100,1.0,80,5,32,1,4,1337,0.7,True,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,2.708,1,6.759,2.708,,,,,,,,,"TEMPERATURE=0.6
UNIFORMITY_WEIGHT=0.0
UNIFORMITY_T=0.5
QUEUE_SIZE=8192
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
mlaad_mem_bank_0_supcon_geodesic_temp_0.05-41376166.log,2026-01-30 15:50:15,mlaad_mem_bank_0_supcon_geodesic_temp_0.05,facebook/wav2vec2-xls-r-300m,wav2vec2-xls-r-300m,geodesic,0.05,0.0,0.5,8192,,,,15,100,1.0,80,10,32,2,6,1337,0.0,False,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,9.9461,3,15.8413,9.9824,,,,,,,,,"TEMPERATURE=0.05
UNIFORMITY_WEIGHT=0.0
UNIFORMITY_T=0.5
QUEUE_SIZE=8192
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
mlaad_mem_bank_0_supcon_geodesic_temp_0.05-41446739.log,2026-01-31 16:08:35,mlaad_mem_bank_0_supcon_geodesic_temp_0.05,facebook/wav2vec2-xls-r-300m,wav2vec2-xls-r-300m,geodesic,0.05,0.0,0.5,0,0,,,15,100,1.0,80,10,32,2,6,1337,0.0,False,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,9.9509,12,9.9591,10.005,,,,,,,,,"TEMPERATURE=0.05
UNIFORMITY_WEIGHT=0.0
UNIFORMITY_T=0.5
QUEUE_SIZE=0
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
mlaad_mem_bank_0_supcon_geodesic_temp_0.05-41493443.log,2026-02-01 17:08:08,mlaad_mem_bank_0_supcon_geodesic_temp_0.05,,,,,,,0,0,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,QUEUE_SIZE=0
mlaad_mem_bank_0_supcon_geodesic_temp_0.05-41534250.log,2026-02-02 08:17:42,mlaad_mem_bank_0_supcon_geodesic_temp_0.05,,,,,,,0,0,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,QUEUE_SIZE=0
mlaad_windowed_supcon_geodesic_temp_0.05-40270145.log,2026-01-18 16:33:16,mlaad_windowed_supcon_geodesic_temp_0.05,facebook/wav2vec2-xls-r-300m,,geodesic,0.05,0.0,2.0,,,,,15,100,1.0,80,5,32,,6,1337,0.0,False,True,0.005,1e-05,0.003,20000,16000,1024,256,0.1,False,False,2.6889,4,2.6891,2.702,,,,,,,,,"TEMPERATURE=0.05
UNIFORMITY_WEIGHT=0.0
UNIFORMITY_T=2.0
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
mlaad_windowed_supcon_geodesic_temp_0.05-40277841.log,2026-01-18 17:50:36,mlaad_windowed_supcon_geodesic_temp_0.05,facebook/wav2vec2-xls-r-300m,,geodesic,0.05,0.0,2.0,,,,,15,100,1.0,80,5,32,,6,1337,0.0,False,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,,,,,,,,,,,,,"TEMPERATURE=0.05
UNIFORMITY_WEIGHT=0.0
UNIFORMITY_T=2.0
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
mlaad_windowed_supcon_geodesic_temp_0.05-40278881.log,2026-01-18 17:55:38,mlaad_windowed_supcon_geodesic_temp_0.05,facebook/wav2vec2-xls-r-300m,,geodesic,0.05,0.0,2.0,,,,,15,100,1.0,80,5,32,,6,1337,0.0,False,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,,,,,,,,,,,,,"TEMPERATURE=0.05
UNIFORMITY_WEIGHT=0.0
UNIFORMITY_T=2.0
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
mlaad_windowed_supcon_geodesic_temp_0.05-40279935.log,2026-01-18 18:09:46,mlaad_windowed_supcon_geodesic_temp_0.05,facebook/wav2vec2-xls-r-300m,,geodesic,0.05,0.0,2.0,,,,,15,100,1.0,80,5,32,,6,1337,0.0,False,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,,,,,,,,,,,,,"TEMPERATURE=0.05
UNIFORMITY_WEIGHT=0.0
UNIFORMITY_T=2.0
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
mlaad_windowed_supcon_geodesic_temp_0.05-40281197.log,2026-01-18 18:43:37,mlaad_windowed_supcon_geodesic_temp_0.05,facebook/wav2vec2-xls-r-300m,,geodesic,0.05,0.0,2.0,,,,,15,100,1.0,80,5,32,,6,1337,0.0,False,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,,,,,,,,,,,,,"TEMPERATURE=0.05
UNIFORMITY_WEIGHT=0.0
UNIFORMITY_T=2.0
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
mlaad_windowed_supcon_geodesic_temp_0.05-40309575.log,2026-01-19 01:29:42,mlaad_windowed_supcon_geodesic_temp_0.05,facebook/wav2vec2-xls-r-300m,,geodesic,0.05,0.0,2.0,,,,,15,100,1.0,80,5,32,,6,1337,0.0,False,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,,,,,,,,,,,,,"TEMPERATURE=0.05
UNIFORMITY_WEIGHT=0.0
UNIFORMITY_T=2.0
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
mlaad_windowed_supcon_geodesic_temp_0.05-40315340.log,2026-01-19 03:14:47,mlaad_windowed_supcon_geodesic_temp_0.05,facebook/wav2vec2-xls-r-300m,,geodesic,0.05,0.0,2.0,,,,,15,100,1.0,80,5,32,,6,1337,0.0,False,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,3.6306,5,3.4084,3.6579,,,,,,,,,"TEMPERATURE=0.05
UNIFORMITY_WEIGHT=0.0
UNIFORMITY_T=2.0
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
mlaad_windowed_supcon_geodesic_temp_0.05-40361252.log,2026-01-19 15:53:04,mlaad_windowed_supcon_geodesic_temp_0.05,facebook/wav2vec2-xls-r-300m,,geodesic,0.05,0.0,2.0,,,,,15,100,1.0,80,10,32,2,12,1337,0.0,False,True,0.005,1e-05,0.003,10000,16000,1024,256,0.1,False,False,3.8238,13,3.5335,3.9062,,,,,,,,,"TEMPERATURE=0.05
UNIFORMITY_WEIGHT=0.0
UNIFORMITY_T=2.0
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
mlaad_windowed_supcon_geodesic_temp_0.05-40375777.log,2026-01-20 00:11:58,name=mlaad_windowed_supcon_geodesic_temp_0.05,facebook/wav2vec2-xls-r-300m,,geodesic,0.05,0.0,0.5,8192,,,,15,100,1.0,80,10,32,2,6,1337,0.0,False,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,,,,,,,,,,,,,"TEMPERATURE=0.05
UNIFORMITY_WEIGHT=0.0
UNIFORMITY_T=0.5
QUEUE_SIZE=8192
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
mlaad_windowed_supcon_geodesic_temp_0.05-40428340.log,2026-01-20 03:00:22,name=mlaad_windowed_supcon_geodesic_temp_0.05,facebook/wav2vec2-xls-r-300m,,geodesic,0.05,0.0,0.5,8192,,,,15,100,1.0,80,10,32,2,6,1337,0.0,False,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,3.7989,3,9.1269,3.8022,,,,,,,,,"TEMPERATURE=0.05
UNIFORMITY_WEIGHT=0.0
UNIFORMITY_T=0.5
QUEUE_SIZE=8192
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
windowed_loader_supcon_geodesic_temp_0.05-40212162.log,2026-01-17 13:19:37,windowed_loader_supcon_geodesic_temp_0.05,facebook/wav2vec2-xls-r-300m,,geodesic,0.05,0.0,2.0,,,,,15,100,1.0,80,5,32,,6,1337,0.7,True,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,0.5659,16,0.5784,0.5659,,,,,,,,,"TEMPERATURE=0.05
UNIFORMITY_WEIGHT=0.0
UNIFORMITY_T=2.0
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
windowed_loader_supcon_geodesic_temp_0.05-40508768.log,2026-01-20 19:57:14,windowed_loader_supcon_geodesic_temp_0.05,facebook/wav2vec2-xls-r-300m,,geodesic,0.05,0.0,2.0,8192,0,,,15,100,1.0,80,5,32,,6,1337,0.7,True,True,0.005,1e-05,0.003,5000,16000,1024,256,0.1,False,False,2.0722,14,2.0128,2.2617,,,,,,,,,"TEMPERATURE=0.05
UNIFORMITY_WEIGHT=0.0
UNIFORMITY_T=2.0
QUEUE_SIZE=8192
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
windowed_loader_supcon_geodesic_temp_0.05-40509610.log,2026-01-21 01:52:52,windowed_loader_supcon_geodesic_temp_0.05,facebook/wav2vec2-xls-r-300m,,geodesic,0.05,0.0,2.0,8192,0,,,15,100,1.0,80,5,32,,6,1337,0.7,True,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,0.6624,16,0.6744,0.6624,,,,,,,,,"TEMPERATURE=0.05
UNIFORMITY_WEIGHT=0.0
UNIFORMITY_T=2.0
QUEUE_SIZE=8192
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
windowed_loader_supcon_geodesic_temp_0.05_uni_weight_0.05_uni_t_0.5-40651234.log,2026-01-21 18:09:02,windowed_loader_supcon_geodesic_temp_0.05_uni_weight_0.05_uni_t_0.5,facebook/wav2vec2-xls-r-300m,,geodesic,0.05,0.05,0.5,8192,0,,,15,100,1.0,80,5,32,,4,1337,0.7,True,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,0.2563,16,0.2685,0.2563,,,,,,,,,"TEMPERATURE=0.05
UNIFORMITY_WEIGHT=0.05
UNIFORMITY_T=0.5
QUEUE_SIZE=8192
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
windowed_loader_supcon_geodesic_temp_0.05_uni_weight_0.05_uni_t_0.5-40669093.log,2026-01-21 23:25:58,windowed_loader_supcon_geodesic_temp_0.05_uni_weight_0.05_uni_t_0.5,facebook/wav2vec2-xls-r-300m,,geodesic,0.05,0.05,0.5,8192,1,,,15,100,1.0,80,5,32,,4,1337,0.7,True,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,0.2563,16,0.2685,0.2563,,,,,,,,,"TEMPERATURE=0.05
UNIFORMITY_WEIGHT=0.05
UNIFORMITY_T=0.5
QUEUE_SIZE=8192
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
windowed_loader_supcon_temp_0.6-40142631.log,2026-01-16 02:22:17,windowed_loader_supcon_temp_0.6,facebook/wav2vec2-xls-r-300m,,cosine,0.6,0.0,2.0,,,,,15,100,1.0,80,5,32,,6,1337,0.7,True,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,2.139,4,2.0839,2.1973,,,,,,,,,"TEMPERATURE=0.6
UNIFORMITY_WEIGHT=0.0
UNIFORMITY_T=2.0
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
windowed_loader_supcon_temp_0.6-40650957.log,2026-01-21 18:06:23,windowed_loader_supcon_temp_0.6,facebook/wav2vec2-xls-r-300m,,cosine,0.6,0.0,2.0,8192,0,,,15,100,1.0,80,5,32,,4,1337,0.7,True,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,0.0233,16,0.0266,0.0233,,,,,,,,,"TEMPERATURE=0.6
UNIFORMITY_WEIGHT=0.0
UNIFORMITY_T=2.0
QUEUE_SIZE=8192
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
windowed_loader_supcon_temp_0.6-40669121.log,2026-01-21 23:28:01,windowed_loader_supcon_temp_0.6,facebook/wav2vec2-xls-r-300m,,cosine,0.6,0.0,0.5,8192,1,,,15,100,1.0,80,5,32,,4,1337,0.7,True,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,0.0233,16,0.0266,0.0233,,,,,,,,,"TEMPERATURE=0.6
UNIFORMITY_WEIGHT=0.0
UNIFORMITY_T=0.5
QUEUE_SIZE=8192
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
windowed_loader_supcon_temp_0.6_uni_weight_0.05_uni_t_0.5-40669078.log,2026-01-21 23:21:50,windowed_loader_supcon_temp_0.6_uni_weight_0.05_uni_t_0.5,facebook/wav2vec2-xls-r-300m,,cosine,0.6,0.05,0.5,8192,1,,,15,100,1.0,80,5,32,,4,1337,0.7,True,True,0.005,1e-05,0.003,None,16000,1024,256,0.1,False,False,,,,,,,,,,,,,"TEMPERATURE=0.6
UNIFORMITY_WEIGHT=0.05
UNIFORMITY_T=0.5
QUEUE_SIZE=8192
TOPK_NEG=15
WARMUP_EPOCHS=100
ALPHA_END=1.0
ALPHA_RAMP_EPOCHS=80"
