experiment_name,run_index,log_file,job_date,similarity,temperature,queue_size,hbm,uniformity_weight,uniformity_t,alpha_end,alpha_ramp_epochs,windowed,best_dev_loss,final_dev_loss,eer_asv19,eer_itw,eer_asv5,eer_famous_figures,eer_fakexpose,eer_mlaad,eer_asv21_df,eer_asv21_la
asv5_supcon_temp_0.6,7,asv5_supcon_temp_0.6-40118497.log,2026-01-15 18:16:37,cosine,0.6,,,,,,,,,,,,,,,,,
asv5_supcon_temp_0.6,8,asv5_supcon_temp_0.6-40120230.log,2026-01-15 18:33:12,cosine,0.6,,,,,,,,,,,,,,,,,
asv5_supcon_temp_0.6,9,asv5_supcon_temp_0.6-40135102.log,2026-01-16 01:09:08,cosine,0.6,,,,,,,,,,,,,,,,,
asv5_supcon_temp_0.6,10,asv5_supcon_temp_0.6-40135762.log,2026-01-16 01:29:55,cosine,0.6,,,,,,,,,,,,,,,,,
asv5_supcon_temp_0.6,11,asv5_supcon_temp_0.6-40139396.log,2026-01-16 01:54:15,cosine,0.6,,,,,,,,,,,,,,,,,
asv5_supcon_temp_0.6,12,asv5_supcon_temp_0.6-40142604.log,2026-01-16 02:01:27,cosine,0.6,,,,,,,,,,,,,,,,,
asv5_windowed_supcon_geodesic_temp_0.05,1,asv5_windowed_supcon_geodesic_temp_0.05-40237487.log,2026-01-18 02:52:29,geodesic,0.05,,,,,,,1,,,,,,,,,,
asv5_windowed_supcon_geodesic_temp_0.05,2,asv5_windowed_supcon_geodesic_temp_0.05-40237512.log,2026-01-18 02:56:31,geodesic,0.05,,,,,,,1,,,,,,,,,,
asv5_windowed_supcon_geodesic_temp_0.05,3,asv5_windowed_supcon_geodesic_temp_0.05-40237586.log,2026-01-18 03:02:03,geodesic,0.05,,,,,,,1,3.1854,3.6372,,,,,,,,
asv5_windowed_supcon_geodesic_temp_0.05,4,asv5_windowed_supcon_geodesic_temp_0.05-40237923.log,2026-01-18 03:24:44,geodesic,0.05,,,,,,,1,0.7372,0.7401,,,,,,,,
asv5_windowed_supcon_geodesic_temp_0.05,5,asv5_windowed_supcon_geodesic_temp_0.05-40237950.log,2026-01-18 06:02:59,geodesic,0.05,,,,,,,1,0.7372,0.7401,,,,,,,,
asv5_windowed_supcon_geodesic_temp_0.05,6,asv5_windowed_supcon_geodesic_temp_0.05-40265245.log,2026-01-18 15:11:20,geodesic,0.05,,,,,,,1,2.5393,3.0671,40.54210951611987,,16.958109352581012,,,,,
hbm_256_alp_ramp_2_alp_end_1_mem_bank_16384_supcon_geodesic_temp_0.5,1,hbm_256_mem_bank_16384_supcon_geodesic_temp_0.5-41532970.log,2026-02-02 00:33:18,geodesic,0.5,16384,256,,,1,2,,1.1105,1.1105,0.17681957414216998,13.253868420966059,17.902097259462664,49.64785313061427,60.781050982909534,,,
hbm_256_alp_ramp_2_alp_end_1_mem_bank_32768_supcon_geodesic_temp_0.5,1,hbm_256_mem_bank_32768_supcon_geodesic_temp_0.5-41533094.log,2026-02-02 00:33:49,geodesic,0.5,32768,256,,,1,2,,0.9953,0.9953,0.14991759853967665,11.230655902654847,16.50033999797984,44.30626575598245,63.006277894133824,,,
hbm_256_mem_bank_16384_supcon_geodesic_temp_0.05,1,hbm_256_mem_bank_16384_supcon_geodesic_temp_0.05-41455541.log,2026-02-01 02:33:12,geodesic,0.05,16384,256,,,,,,,,,,,,,,,
hbm_256_mem_bank_16384_supcon_geodesic_temp_0.05,2,hbm_256_mem_bank_16384_supcon_geodesic_temp_0.05-41455546.log,2026-02-01 02:36:43,geodesic,0.05,16384,256,,,,,,1.1974,1.1974,2.2840294364113847,21.266055769524332,14.91897474963279,37.83667442734715,57.61039449440645,,,
hbm_256_mem_bank_16384_supcon_geodesic_temp_0.05_uni_weight_0.01_uni_t_0.5,1,hbm_256_mem_bank_16384_supcon_geodesic_temp_0.05_uni_weight_0.01_uni_t_0.5-41455533.log,2026-02-01 02:29:41,geodesic,0.05,16384,256,0.01,0.5,,,,,,,,,,,,,
hbm_256_mem_bank_16384_supcon_geodesic_temp_0.05_uni_weight_0.01_uni_t_0.5,2,hbm_256_mem_bank_16384_supcon_geodesic_temp_0.05_uni_weight_0.01_uni_t_0.5-41455553.log,2026-02-01 02:39:14,geodesic,0.05,16384,256,0.01,0.5,,,,1.174,1.174,0.46046435760392773,23.043826280039877,14.802276939868264,46.452842857065974,60.51916734550433,,,
hbm_256_mem_bank_16384_supcon_geodesic_temp_0.2,1,hbm_256_mem_bank_16384_supcon_geodesic_temp_0.2-40893805.log,2026-01-25 20:59:14,geodesic,0.2,16384,256,,,,,,1.0313,1.0313,0.24446585969359597,13.769970255738178,16.22637095731141,43.25216272367187,65.02067365412391,,,
hbm_256_mem_bank_16384_supcon_geodesic_temp_0.5,1,hbm_256_mem_bank_16384_supcon_geodesic_temp_0.5-41434664.log,2026-01-31 13:30:39,geodesic,0.5,16384,256,,,,,,1.1176,1.1176,0.16062916052457443,10.207693050694902,17.82852179211723,,,,,
hbm_256_mem_bank_16384_supcon_geodesic_temp_0.5,2,hbm_256_mem_bank_16384_supcon_geodesic_temp_0.5-41532485.log,2026-02-02 00:30:17,geodesic,0.5,16384,256,,,,,,0.8895,0.8895,0.16297723979573062,14.616408373432623,16.384916648855175,42.000714950283275,64.47547474622306,,,
hbm_256_mem_bank_16384_supcon_geodesic_temp_0.5_uni_weight_0.01_uni_t_0.5,1,hbm_256_mem_bank_16384_supcon_geodesic_temp_0.5_uni_weight_0.01_uni_t_0.5-41455530.log,2026-02-01 02:28:10,geodesic,0.5,16384,256,0.01,0.5,,,,,,,,,,,,,
hbm_256_mem_bank_16384_supcon_geodesic_temp_0.5_uni_weight_0.01_uni_t_0.5,2,hbm_256_mem_bank_16384_supcon_geodesic_temp_0.5_uni_weight_0.01_uni_t_0.5-41455550.log,2026-02-01 02:38:13,geodesic,0.5,16384,256,0.01,0.5,,,,1.0084,1.0084,0.1645426259765014,13.263109238550358,17.05283935153414,50.45156838169367,60.09750504303594,,,
hbm_256_mem_bank_16384_supcon_temp_0.2,1,hbm_256_mem_bank_16384_supcon_temp_0.2-40893860.log,2026-01-25 20:59:44,cosine,0.2,16384,256,,,,,,0.1125,0.1125,0.7203379378247338,29.019328742262555,29.50070976003921,42.55954442151552,74.61993766543493,,,
hbm_256_mem_bank_16384_supcon_temp_0.5,1,hbm_256_mem_bank_16384_supcon_temp_0.5-41434665.log,2026-01-31 13:31:09,cosine,0.5,16384,256,,,,,,1.015,1.015,0.6795936278758012,13.643881159834251,15.358784147916607,40.164245681200406,74.321811968399,,,
hbm_256_mem_bank_16384_supcon_temp_0.5_uni_weight_0.01_uni_t_0.5,1,hbm_256_mem_bank_16384_supcon_geodesic_temp_0.5_uni_weight_0.01_uni_t_0.5-41455529.log,2026-02-01 02:28:10,cosine,0.5,16384,256,0.01,0.5,,,,,,,,,,,,,
hbm_256_mem_bank_16384_supcon_temp_0.5_uni_weight_0.01_uni_t_0.5,2,hbm_256_mem_bank_16384_supcon_geodesic_temp_0.5_uni_weight_0.01_uni_t_0.5-41455532.log,2026-02-01 02:29:11,cosine,0.5,16384,256,0.01,0.5,,,,,,,,,,,,,
hbm_256_mem_bank_32768_supcon_geodesic_temp_0.5,1,hbm_256_mem_bank_32768_supcon_geodesic_temp_0.5-41532779.log,2026-02-02 00:31:47,geodesic,0.5,32768,256,,,,,,1.1121,1.1121,0.1906619084886093,12.193942298668922,17.789591776766645,51.17137341646466,66.4025759604114,,,
mem_bank_0_supcon_geodesic_temp_0.2,1,mem_bank_0_supcon_geodesic_temp_0.2-40856300.log,2026-01-25 18:04:36,geodesic,0.2,0,,,,,,,1.2463,1.2463,1.9988192667688562,15.233381484927888,16.433329730098865,39.99125896412307,67.08612190028501,,,
mem_bank_0_supcon_geodesic_temp_0.5,1,mem_bank_0_supcon_geodesic_temp_0.5-41375606.log,2026-01-30 15:11:52,geodesic,0.5,0,,,,,,,,,,,,,,,,
mem_bank_0_supcon_geodesic_temp_0.5,2,mem_bank_0_supcon_geodesic_temp_0.5-41375761.log,2026-01-30 15:21:12,geodesic,0.5,0,,,,,,,1.9683,1.9684,,,,,,,,
mem_bank_0_supcon_geodesic_temp_0.5,3,mem_bank_0_supcon_geodesic_temp_0.5-41413124.log,2026-01-30 20:42:14,geodesic,0.5,0,,,,,,,,,,,,,,,,
mem_bank_0_supcon_geodesic_temp_0.5,4,mem_bank_0_supcon_geodesic_temp_0.5-41413255.log,2026-01-30 20:46:51,geodesic,0.5,0,,,,,,,,,,,,,,,,
mem_bank_0_supcon_geodesic_temp_0.5,5,mem_bank_0_supcon_geodesic_temp_0.5-41415271.log,2026-01-30 21:11:27,geodesic,0.5,0,,,,,,,1.2455,1.2455,0.2583081940400353,20.761699385908617,16.216250661098375,,,,,
mem_bank_0_supcon_temp_0.5,1,mem_bank_0_supcon_temp_0.5-41375613.log,2026-01-30 15:11:52,cosine,0.5,0,,,,,,,,,,,,,,,,
mem_bank_0_supcon_temp_0.5,2,mem_bank_0_supcon_temp_0.5-41375745.log,2026-01-30 15:19:09,cosine,0.5,0,,,,,,,1.9669,1.9786,,,,,,,,
mem_bank_0_supcon_temp_0.5,3,mem_bank_0_supcon_temp_0.5-41413562.log,2026-01-30 20:50:25,cosine,0.5,0,,,,,,,,,,,,,,,,
mem_bank_0_supcon_temp_0.5,4,mem_bank_0_supcon_temp_0.5-41415269.log,2026-01-30 21:05:48,cosine,0.5,0,,,,,,,1.2398,1.2398,0.17681957414216998,25.71847054661144,19.17758140900062,,,,,
mem_bank_1024_supcon_geodesic_temp_0.05,1,mem_bank_1024_supcon_geodesic_temp_0.05-40690535.log,2026-01-22 11:10:10,geodesic,0.05,1024,,,,,,,1.2479,1.2479,,,,,,,,
mem_bank_1024_supcon_geodesic_temp_0.05,2,mem_bank_1024_supcon_geodesic_temp_0.05-40725281.log,2026-01-22 16:27:29,geodesic,0.05,1024,,,,,,,1.9812,1.9812,,,,,,,,
mem_bank_1024_supcon_geodesic_temp_0.05,3,mem_bank_1024_supcon_geodesic_temp_0.05-40725283.log,2026-01-22 16:33:11,geodesic,0.05,1024,,,,,,,2.7042,2.707,,,,,,,,
mem_bank_1024_supcon_geodesic_temp_0.05,4,mem_bank_1024_supcon_geodesic_temp_0.05-40728581.log,2026-01-22 17:45:22,geodesic,0.05,1024,,,,,,,2.6959,2.704,,,,,,,,
