filename,label,score,spoof_prob,bonafide_prob,logit_spoof,logit_bonafide,start_time,end_time
audio 26,spoof,0.496780623,0.503219377,0.496780623,0.012877688,-0.012877688,125.000000,135.000000
audio 27,spoof,0.496602923,0.503397077,0.496602923,0.013588518,-0.013588518,130.000000,140.000000
audio 28,spoof,0.496027276,0.503972724,0.496027276,0.015891232,-0.015891232,135.000000,145.000000
audio 29,spoof,0.495523828,0.504476172,0.495523828,0.017905165,-0.017905165,140.000000,150.000000
audio 30,spoof,0.496110715,0.503889285,0.496110715,0.015557453,-0.015557453,145.000000,155.000000
audio 31,spoof,0.496019148,0.503980852,0.496019148,0.015923746,-0.015923746,150.000000,160.000000
audio 32,spoof,0.495685426,0.504314574,0.495685426,0.017258726,-0.017258726,155.000000,165.000000
audio 33,spoof,0.496132594,0.503867406,0.496132594,0.015469931,-0.015469931,160.000000,170.000000
audio 34,spoof,0.495809145,0.504190855,0.495809145,0.016763814,-0.016763814,165.000000,175.000000
audio 35,spoof,0.496071738,0.503928262,0.496071738,0.015713371,-0.015713371,170.000000,180.000000
audio 36,spoof,0.495793879,0.504206121,0.495793879,0.016824882,-0.016824882,175.000000,185.000000
audio 37,spoof,0.495933496,0.504066504,0.495933496,0.016266376,-0.016266376,180.000000,190.000000
audio 38,spoof,0.496111921,0.503888079,0.496111921,0.015552629,-0.015552629,185.000000,195.000000
audio 39,spoof,0.496143282,0.503856718,0.496143282,0.015427180,-0.015427180,190.000000,200.000000
audio 40,spoof,0.496492188,0.503507812,0.496492188,0.014031477,-0.014031477,195.000000,205.000000
audio 41,spoof,0.496839058,0.503160942,0.496839058,0.012643937,-0.012643937,200.000000,210.000000
audio 42,spoof,0.497092247,0.502907753,0.497092247,0.011631142,-0.011631142,205.000000,215.000000
audio 43,spoof,0.496069166,0.503930834,0.496069166,0.015723661,-0.015723661,210.000000,220.000000
audio 44,spoof,0.495917239,0.504082761,0.495917239,0.016331408,-0.016331408,215.000000,225.000000
audio 45,spoof,0.495814851,0.504185149,0.495814851,0.016740985,-0.016740985,220.000000,230.000000
audio 46,spoof,0.495726250,0.504273750,0.495726250,0.017095417,-0.017095417,225.000000,235.000000
audio 47,spoof,0.496160531,0.503839469,0.496160531,0.015358176,-0.015358176,230.000000,240.000000
audio 48,spoof,0.496208804,0.503791196,0.496208804,0.015165076,-0.015165076,235.000000,245.000000
audio 49,spoof,0.496449180,0.503550820,0.496449180,0.014203519,-0.014203519,240.000000,250.000000
audio 50,spoof,0.496835004,0.503164996,0.496835004,0.012660153,-0.012660153,245.000000,255.000000
audio 51,spoof,0.496449033,0.503550967,0.496449033,0.014204107,-0.014204107,250.000000,260.000000
audio 52,spoof,0.496326913,0.503673087,0.496326913,0.014692612,-0.014692612,255.000000,265.000000
audio 53,spoof,0.496634868,0.503365132,0.496634868,0.013460729,-0.013460729,260.000000,270.000000
audio 54,spoof,0.496842175,0.503157825,0.496842175,0.012631468,-0.012631468,265.000000,275.000000
audio 55,spoof,0.496047782,0.503952218,0.496047782,0.015809201,-0.015809201,270.000000,280.000000
audio 56,spoof,0.496750015,0.503249985,0.496750015,0.013000123,-0.013000123,275.000000,285.000000
audio 57,spoof,0.496386123,0.503613877,0.496386123,0.014455758,-0.014455758,280.000000,290.000000
audio 58,spoof,0.496098759,0.503901241,0.496098759,0.015605282,-0.015605282,285.000000,295.000000
audio 59,spoof,0.496192307,0.503807693,0.496192307,0.015231065,-0.015231065,290.000000,300.000000
audio 60,spoof,0.495967393,0.504032607,0.495967393,0.016130779,-0.016130779,295.000000,305.000000
audio 61,spoof,0.496012141,0.503987859,0.496012141,0.015951775,-0.015951775,300.000000,310.000000
audio 62,spoof,0.496781094,0.503218906,0.496781094,0.012875803,-0.012875803,305.000000,315.000000
audio 63,spoof,0.497230013,0.502769987,0.497230013,0.011080060,-0.011080060,310.000000,320.000000
audio 64,spoof,0.496950018,0.503049982,0.496950018,0.012200080,-0.012200080,315.000000,325.000000
audio 65,spoof,0.496879028,0.503120972,0.496879028,0.012484051,-0.012484051,320.000000,330.000000
audio 66,spoof,0.496695620,0.503304380,0.496695620,0.013217714,-0.013217714,325.000000,335.000000
audio 67,spoof,0.496396320,0.503603680,0.496396320,0.014414970,-0.014414970,330.000000,340.000000
audio 68,spoof,0.495599758,0.504400242,0.495599758,0.017601423,-0.017601423,335.000000,345.000000
audio 69,spoof,0.496207865,0.503792135,0.496207865,0.015168831,-0.015168831,340.000000,350.000000
audio 70,spoof,0.498392009,0.501607991,0.498392009,0.006431986,-0.006431986,345.000000,355.000000
audio 71,spoof,0.496442132,0.503557868,0.496442132,0.014231712,-0.014231712,350.000000,360.000000
audio 72,spoof,0.496036411,0.503963589,0.496036411,0.015854686,-0.015854686,355.000000,365.000000
audio 73,spoof,0.497214341,0.502785659,0.497214341,0.011142753,-0.011142753,360.000000,370.000000
audio 74,spoof,0.498172831,0.501827169,0.498172831,0.007308707,-0.007308707,365.000000,375.000000
audio 75,spoof,0.497484305,0.502515695,0.497484305,0.010062866,-0.010062866,370.000000,380.000000
audio 76,spoof,0.496962977,0.503037023,0.496962977,0.012148242,-0.012148242,375.000000,385.000000
audio 77,spoof,0.497183369,0.502816631,0.497183369,0.011266641,-0.011266641,380.000000,390.000000
audio 78,spoof,0.496908900,0.503091100,0.496908900,0.012364559,-0.012364559,385.000000,395.000000
audio 79,spoof,0.497594915,0.502405085,0.497594915,0.009620413,-0.009620413,390.000000,400.000000
audio 80,spoof,0.499268121,0.500731879,0.499268121,0.002927519,-0.002927519,395.000000,405.000000
audio 81,spoof,0.499253740,0.500746260,0.499253740,0.002985042,-0.002985042,400.000000,410.000000
