filename,label,score,spoof_prob,bonafide_prob,logit_spoof,logit_bonafide,start_time,end_time
audio 47,bonafide,0.500517032,0.499482968,0.500517032,-0.002068128,0.002068128,230.000000,240.000000
audio 48,bonafide,0.500531454,0.499468546,0.500531454,-0.002125818,0.002125818,235.000000,245.000000
audio 49,bonafide,0.500540308,0.499459692,0.500540308,-0.002161235,0.002161235,240.000000,250.000000
audio 50,bonafide,0.500557964,0.499442036,0.500557964,-0.002231859,0.002231859,245.000000,255.000000
audio 51,bonafide,0.500543859,0.499456141,0.500543859,-0.002175435,0.002175435,250.000000,260.000000
audio 52,bonafide,0.500534422,0.499465578,0.500534422,-0.002137687,0.002137687,255.000000,265.000000
audio 53,bonafide,0.500534775,0.499465225,0.500534775,-0.002139103,0.002139103,260.000000,270.000000
audio 54,bonafide,0.500530942,0.499469058,0.500530942,-0.002123769,0.002123769,265.000000,275.000000
audio 55,bonafide,0.500506061,0.499493939,0.500506061,-0.002024245,0.002024245,270.000000,280.000000
audio 56,bonafide,0.500523153,0.499476847,0.500523153,-0.002092611,0.002092611,275.000000,285.000000
audio 57,bonafide,0.500524160,0.499475840,0.500524160,-0.002096642,0.002096642,280.000000,290.000000
audio 58,bonafide,0.500519262,0.499480738,0.500519262,-0.002077047,0.002077047,285.000000,295.000000
audio 59,bonafide,0.500496836,0.499503164,0.500496836,-0.001987346,0.001987346,290.000000,300.000000
audio 60,bonafide,0.500501128,0.499498872,0.500501128,-0.002004512,0.002004512,295.000000,305.000000
audio 61,bonafide,0.500538995,0.499461005,0.500538995,-0.002155982,0.002155982,300.000000,310.000000
audio 62,bonafide,0.500572099,0.499427901,0.500572099,-0.002288397,0.002288397,305.000000,315.000000
audio 63,bonafide,0.500582956,0.499417044,0.500582956,-0.002331827,0.002331827,310.000000,320.000000
audio 64,bonafide,0.500540536,0.499459464,0.500540536,-0.002162144,0.002162144,315.000000,325.000000
audio 65,bonafide,0.500560623,0.499439377,0.500560623,-0.002242494,0.002242494,320.000000,330.000000
audio 66,bonafide,0.500593401,0.499406599,0.500593401,-0.002373606,0.002373606,325.000000,335.000000
audio 67,bonafide,0.500560505,0.499439495,0.500560505,-0.002242021,0.002242021,330.000000,340.000000
audio 68,bonafide,0.500558943,0.499441057,0.500558943,-0.002235774,0.002235774,335.000000,345.000000
audio 69,bonafide,0.500686209,0.499313791,0.500686209,-0.002744839,0.002744839,340.000000,350.000000
audio 70,bonafide,0.500785515,0.499214485,0.500785515,-0.003142063,0.003142063,345.000000,355.000000
audio 71,bonafide,0.500684352,0.499315648,0.500684352,-0.002737410,0.002737410,350.000000,360.000000
audio 72,bonafide,0.500587609,0.499412391,0.500587609,-0.002350438,0.002350438,355.000000,365.000000
audio 73,bonafide,0.500705752,0.499294248,0.500705752,-0.002823010,0.002823010,360.000000,370.000000
audio 74,bonafide,0.500779190,0.499220810,0.500779190,-0.003116764,0.003116764,365.000000,375.000000
audio 75,bonafide,0.500746933,0.499253067,0.500746933,-0.002987735,0.002987735,370.000000,380.000000
audio 76,bonafide,0.500690218,0.499309782,0.500690218,-0.002760872,0.002760872,375.000000,385.000000
audio 77,bonafide,0.500728807,0.499271193,0.500728807,-0.002915230,0.002915230,380.000000,390.000000
audio 78,bonafide,0.500738616,0.499261384,0.500738616,-0.002954468,0.002954468,385.000000,395.000000
audio 79,bonafide,0.500699795,0.499300205,0.500699795,-0.002799183,0.002799183,390.000000,400.000000
audio 80,bonafide,0.500780089,0.499219911,0.500780089,-0.003120359,0.003120359,395.000000,405.000000
audio 81,bonafide,0.500723451,0.499276549,0.500723451,-0.002893806,0.002893806,400.000000,410.000000
