filename,label,score,spoof_prob,bonafide_prob,logit_spoof,logit_bonafide,start_time,end_time
audio 34,spoof,0.496450457,0.503549543,0.496450457,0.014198411,-0.014198411,165.000000,175.000000
audio 35,spoof,0.496472324,0.503527676,0.496472324,0.014110938,-0.014110938,170.000000,180.000000
audio 36,spoof,0.496503114,0.503496886,0.496503114,0.013987772,-0.013987772,175.000000,185.000000
audio 37,spoof,0.496517968,0.503482032,0.496517968,0.013928354,-0.013928354,180.000000,190.000000
audio 38,spoof,0.496515247,0.503484753,0.496515247,0.013939239,-0.013939239,185.000000,195.000000
audio 39,spoof,0.496505733,0.503494267,0.496505733,0.013977297,-0.013977297,190.000000,200.000000
audio 40,spoof,0.496496738,0.503503262,0.496496738,0.014013276,-0.014013276,195.000000,205.000000
audio 41,spoof,0.496516556,0.503483444,0.496516556,0.013934001,-0.013934001,200.000000,210.000000
audio 42,spoof,0.496513819,0.503486181,0.496513819,0.013944950,-0.013944950,205.000000,215.000000
audio 43,spoof,0.496470203,0.503529797,0.496470203,0.014119424,-0.014119424,210.000000,220.000000
audio 44,spoof,0.496497592,0.503502408,0.496497592,0.014009863,-0.014009863,215.000000,225.000000
audio 45,spoof,0.496424790,0.503575210,0.496424790,0.014301084,-0.014301084,220.000000,230.000000
audio 46,spoof,0.496481587,0.503518413,0.496481587,0.014073886,-0.014073886,225.000000,235.000000
audio 47,spoof,0.496497118,0.503502882,0.496497118,0.014011756,-0.014011756,230.000000,240.000000
audio 48,spoof,0.496546700,0.503453300,0.496546700,0.013813421,-0.013813421,235.000000,245.000000
audio 49,spoof,0.496588385,0.503411615,0.496588385,0.013646673,-0.013646673,240.000000,250.000000
audio 50,spoof,0.496590954,0.503409046,0.496590954,0.013636395,-0.013636395,245.000000,255.000000
audio 51,spoof,0.496496602,0.503503398,0.496496602,0.014013823,-0.014013823,250.000000,260.000000
audio 52,spoof,0.496571235,0.503428765,0.496571235,0.013715275,-0.013715275,255.000000,265.000000
audio 53,spoof,0.496589162,0.503410838,0.496589162,0.013643563,-0.013643563,260.000000,270.000000
audio 54,spoof,0.496533250,0.503466750,0.496533250,0.013867222,-0.013867222,265.000000,275.000000
audio 55,spoof,0.496482018,0.503517982,0.496482018,0.014072161,-0.014072161,270.000000,280.000000
audio 56,spoof,0.496552681,0.503447319,0.496552681,0.013789494,-0.013789494,275.000000,285.000000
audio 57,spoof,0.496497191,0.503502809,0.496497191,0.014011465,-0.014011465,280.000000,290.000000
audio 58,spoof,0.496444094,0.503555906,0.496444094,0.014223862,-0.014223862,285.000000,295.000000
audio 59,spoof,0.496430605,0.503569395,0.496430605,0.014277823,-0.014277823,290.000000,300.000000
audio 60,spoof,0.496428793,0.503571207,0.496428793,0.014285073,-0.014285073,295.000000,305.000000
audio 61,spoof,0.496520610,0.503479390,0.496520610,0.013917785,-0.013917785,300.000000,310.000000
audio 62,spoof,0.496539819,0.503460181,0.496539819,0.013840944,-0.013840944,305.000000,315.000000
audio 63,spoof,0.496592912,0.503407088,0.496592912,0.013628565,-0.013628565,310.000000,320.000000
audio 64,spoof,0.496587158,0.503412842,0.496587158,0.013651580,-0.013651580,315.000000,325.000000
audio 65,spoof,0.496587590,0.503412410,0.496587590,0.013649851,-0.013649851,320.000000,330.000000
audio 66,spoof,0.496645254,0.503354746,0.496645254,0.013419185,-0.013419185,325.000000,335.000000
audio 67,spoof,0.496563723,0.503436277,0.496563723,0.013745323,-0.013745323,330.000000,340.000000
audio 68,spoof,0.496478539,0.503521461,0.496478539,0.014086075,-0.014086075,335.000000,345.000000
audio 69,spoof,0.496649429,0.503350571,0.496649429,0.013402484,-0.013402484,340.000000,350.000000
audio 70,spoof,0.497557309,0.502442691,0.497557309,0.009770840,-0.009770840,345.000000,355.000000
audio 71,spoof,0.496679252,0.503320748,0.496679252,0.013283186,-0.013283186,350.000000,360.000000
audio 72,spoof,0.496567657,0.503432343,0.496567657,0.013729587,-0.013729587,355.000000,365.000000
audio 73,spoof,0.496793187,0.503206813,0.496793187,0.012827426,-0.012827426,360.000000,370.000000
audio 74,spoof,0.497342319,0.502657681,0.497342319,0.010630824,-0.010630824,365.000000,375.000000
audio 75,spoof,0.497022064,0.502977936,0.497022064,0.011911884,-0.011911884,370.000000,380.000000
audio 76,spoof,0.496858769,0.503141231,0.496858769,0.012565088,-0.012565088,375.000000,385.000000
audio 77,spoof,0.497095231,0.502904769,0.497095231,0.011619207,-0.011619207,380.000000,390.000000
audio 78,spoof,0.496961217,0.503038783,0.496961217,0.012155283,-0.012155283,385.000000,395.000000
audio 79,spoof,0.497033163,0.502966837,0.497033163,0.011867486,-0.011867486,390.000000,400.000000
audio 80,spoof,0.497710285,0.502289715,0.497710285,0.009158924,-0.009158924,395.000000,405.000000
audio 81,spoof,0.498037094,0.501962906,0.498037094,0.007851664,-0.007851664,400.000000,410.000000
