filename,label,score,spoof_prob,bonafide_prob,logit_spoof,logit_bonafide,start_time,end_time
audio 28,spoof,0.486413409,0.513586591,0.486413409,0.054359745,-0.054359745,135.000000,145.000000
audio 29,spoof,0.484671029,0.515328971,0.484671029,0.061335105,-0.061335105,140.000000,150.000000
audio 30,spoof,0.486344150,0.513655850,0.486344150,0.054636989,-0.054636989,145.000000,155.000000
audio 31,spoof,0.485448231,0.514551769,0.485448231,0.058223519,-0.058223519,150.000000,160.000000
audio 32,spoof,0.484784846,0.515215154,0.484784846,0.060879413,-0.060879413,155.000000,165.000000
audio 33,spoof,0.488477251,0.511522749,0.488477251,0.046099160,-0.046099160,160.000000,170.000000
audio 34,spoof,0.487471135,0.512528865,0.487471135,0.050125953,-0.050125953,165.000000,175.000000
audio 35,spoof,0.487257133,0.512742867,0.487257133,0.050982509,-0.050982509,170.000000,180.000000
audio 36,spoof,0.485069183,0.514930817,0.485069183,0.059741031,-0.059741031,175.000000,185.000000
audio 37,spoof,0.486398009,0.513601991,0.486398009,0.054421391,-0.054421391,180.000000,190.000000
audio 38,spoof,0.487770603,0.512229397,0.487770603,0.048927348,-0.048927348,185.000000,195.000000
audio 39,spoof,0.486820469,0.513179531,0.486820469,0.052730341,-0.052730341,190.000000,200.000000
audio 40,spoof,0.488330685,0.511669315,0.488330685,0.046685737,-0.046685737,195.000000,205.000000
audio 41,spoof,0.490405894,0.509594106,0.490405894,0.038381133,-0.038381133,200.000000,210.000000
audio 42,spoof,0.489954802,0.510045198,0.489954802,0.040186200,-0.040186200,205.000000,215.000000
audio 43,spoof,0.485969228,0.514030772,0.485969228,0.056137826,-0.056137826,210.000000,220.000000
audio 44,spoof,0.486261592,0.513738408,0.486261592,0.054967467,-0.054967467,215.000000,225.000000
audio 45,spoof,0.485401540,0.514598460,0.485401540,0.058410440,-0.058410440,220.000000,230.000000
audio 46,spoof,0.487065945,0.512934055,0.487065945,0.051747765,-0.051747765,225.000000,235.000000
audio 47,spoof,0.488498917,0.511501083,0.488498917,0.046012450,-0.046012450,230.000000,240.000000
audio 48,spoof,0.487101842,0.512898158,0.487101842,0.051604081,-0.051604081,235.000000,245.000000
audio 49,spoof,0.488832438,0.511167562,0.488832438,0.044677678,-0.044677678,240.000000,250.000000
audio 50,spoof,0.490968492,0.509031508,0.490968492,0.036129963,-0.036129963,245.000000,255.000000
audio 51,spoof,0.489498360,0.510501640,0.489498360,0.042012740,-0.042012740,250.000000,260.000000
audio 52,spoof,0.490399283,0.509600717,0.490399283,0.038407590,-0.038407590,255.000000,265.000000
audio 53,spoof,0.490950208,0.509049792,0.490950208,0.036203120,-0.036203120,260.000000,270.000000
audio 54,spoof,0.491373323,0.508626677,0.491373323,0.034510132,-0.034510132,265.000000,275.000000
audio 55,spoof,0.487963252,0.512036748,0.487963252,0.048156295,-0.048156295,270.000000,280.000000
audio 56,spoof,0.489474311,0.510525689,0.489474311,0.042108979,-0.042108979,275.000000,285.000000
audio 57,spoof,0.488913077,0.511086923,0.488913077,0.044354964,-0.044354964,280.000000,290.000000
audio 58,spoof,0.487440717,0.512559283,0.487440717,0.050247703,-0.050247703,285.000000,295.000000
audio 59,spoof,0.488844118,0.511155882,0.488844118,0.044630934,-0.044630934,290.000000,300.000000
audio 60,spoof,0.487870969,0.512129031,0.487870969,0.048525643,-0.048525643,295.000000,305.000000
audio 61,spoof,0.487910034,0.512089966,0.487910034,0.048369292,-0.048369292,300.000000,310.000000
audio 62,spoof,0.491407966,0.508592034,0.491407966,0.034371521,-0.034371521,305.000000,315.000000
audio 63,spoof,0.492036613,0.507963387,0.492036613,0.031856243,-0.031856243,310.000000,320.000000
audio 64,spoof,0.490172844,0.509827156,0.490172844,0.039313685,-0.039313685,315.000000,325.000000
audio 65,spoof,0.488815109,0.511184891,0.488815109,0.044747028,-0.044747028,320.000000,330.000000
audio 66,spoof,0.488027132,0.511972868,0.488027132,0.047900628,-0.047900628,325.000000,335.000000
audio 67,spoof,0.488881254,0.511118746,0.488881254,0.044482317,-0.044482317,330.000000,340.000000
audio 68,spoof,0.485959466,0.514040534,0.485959466,0.056176905,-0.056176905,335.000000,345.000000
audio 69,spoof,0.485641430,0.514358570,0.485641430,0.057450075,-0.057450075,340.000000,350.000000
audio 70,spoof,0.488776888,0.511223112,0.488776888,0.044899989,-0.044899989,345.000000,355.000000
audio 71,spoof,0.485959120,0.514040880,0.485959120,0.056178290,-0.056178290,350.000000,360.000000
audio 72,spoof,0.485324299,0.514675701,0.485324299,0.058719669,-0.058719669,355.000000,365.000000
audio 73,spoof,0.487211757,0.512788243,0.487211757,0.051164132,-0.051164132,360.000000,370.000000
audio 74,spoof,0.488564194,0.511435806,0.488564194,0.045751203,-0.045751203,365.000000,375.000000
audio 75,spoof,0.487617372,0.512382628,0.487617372,0.049540643,-0.049540643,370.000000,380.000000
audio 76,spoof,0.487082789,0.512917211,0.487082789,0.051680345,-0.051680345,375.000000,385.000000
audio 77,spoof,0.487508160,0.512491840,0.487508160,0.049977761,-0.049977761,380.000000,390.000000
audio 78,spoof,0.489261021,0.510738979,0.489261021,0.042962525,-0.042962525,385.000000,395.000000
audio 79,spoof,0.492235660,0.507764340,0.492235660,0.031059857,-0.031059857,390.000000,400.000000
audio 80,spoof,0.493146084,0.506853916,0.493146084,0.027417380,-0.027417380,395.000000,405.000000
audio 81,spoof,0.494461142,0.505538858,0.494461142,0.022156339,-0.022156339,400.000000,410.000000
